" Economics, Econometrics and Finance",Finance,,,,
" Economics, Econometrics and Finance","General Economics, Econometrics and Finance",,,,
 Energy,Energy (miscellaneous),,,,
 Energy,Energy Engineering and Power Technology,,,,
 Energy,Fuel Technology,,,,
 Energy,General Energy,,,,
 Energy,Nuclear Energy and Engineering,,,,
 Energy,"Renewable Energy, Sustainability and the Environment",,,,
 Engineering,Aerospace Engineering,,,,
 Engineering,Architecture,,,,
 Engineering,Automotive Engineering,,,,
 Engineering,Biomedical Engineering,,,,
 Engineering,Building and Construction,,,,
 Engineering,Civil and Structural Engineering,,,,
 Engineering,Computational Mechanics,,,,
 Engineering,Control and Systems Engineering,,,,
 Engineering,Electrical and Electronic Engineering,,,,
 Engineering,Engineering (miscellaneous),,,,
 Engineering,General Engineering,,,,
 Engineering,Industrial and Manufacturing Engineering,,,,
 Engineering,Mechanical Engineering,,,,
 Engineering,Mechanics of Materials,,,,
 Engineering,Media Technology,,,,
 Engineering,Ocean Engineering,,,,
 Engineering,"Safety, Risk, Reliability and Quality",,,,
 Environmental Science,Ecological Modeling,,,,
 Environmental Science,Ecology,,,,
 Environmental Science,Environmental Chemistry,,,,
 Environmental Science,Environmental Engineering,,,,
 Environmental Science,Environmental Science (miscellaneous),,,,
 Environmental Science,General Environmental Science,,,,
 Environmental Science,Global and Planetary Change,,,,
 Environmental Science,"Health, Toxicology and Mutagenesis",,,,
 Environmental Science,"Management, Monitoring, Policy and Law",,,,
 Environmental Science,Nature and Landscape Conservation,,,,
 Environmental Science,Pollution,,,,
 Environmental Science,Waste Management and Disposal,,,,
 Environmental Science,Water Science and Technology,,,,
 Health Professions,Chiropractics,,,,
 Health Professions,Complementary and Manual Therapy,,,,
 Health Professions,Emergency Medical Services,,,,
 Health Professions,General Health Professions,,,,
 Health Professions,Health Information Management,,,,
 Health Professions,Health Professions (miscellaneous),,,,
 Health Professions,Medical Assisting and Transcription,,,,
 Health Professions,Medical Laboratory Technology,,,,
 Health Professions,Medical Terminology,,,,
 Health Professions,Occupational Therapy,,,,
 Health Professions,Optometry,,,,
 Health Professions,Pharmacy,,,,
 Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",,,,
 Health Professions,Podiatry,,,,
 Health Professions,Radiological and Ultrasound Technology,,,,
 Health Professions,Respiratory Care,,,,
 Health Professions,Speech and Hearing,,,,
 Immunology and Microbiology,Applied Microbiology and Biotechnology,,,,
 Immunology and Microbiology,General Immunology and Microbiology,,,,
 Immunology and Microbiology,Immunology,,,,
 Immunology and Microbiology,Immunology and Microbiology (miscellaneous),,,,
 Immunology and Microbiology,Microbiology,,,,
 Immunology and Microbiology,Parasitology,,,,
 Immunology and Microbiology,Virology,,,,
 Materials Science,Biomaterials,,,,
 Materials Science,Ceramics and Composites,,,,
 Materials Science,"Electronic, Optical and Magnetic Materials",,,,
 Materials Science,General Materials Science,,,,
 Materials Science,Materials Chemistry,,,,
 Materials Science,Materials Science (miscellaneous),,,,
 Materials Science,Metals and Alloys,,,,
 Materials Science,Polymers and Plastics,,,,
 Materials Science,"Surfaces, Coatings and Films",,,,
 Mathematics,Algebra and Number Theory,,,,
 Mathematics,Analysis,,,,
 Mathematics,Applied Mathematics,,,,
 Mathematics,Computational Mathematics,,,,
 Mathematics,Control and Optimization,,,,
 Mathematics,Discrete Mathematics and Combinatorics,,,,
 Mathematics,General Mathematics,,,,
 Mathematics,Geometry and Topology,,,,
 Mathematics,Logic,,,,
 Mathematics,Mathematical Physics,,,,
 Mathematics,Mathematics (miscellaneous),,,,
 Mathematics,Modeling and Simulation,,,,
 Mathematics,Numerical Analysis,,,,
 Mathematics,Statistics and Probability,,,,
 Mathematics,Theoretical Computer Science,,,,
 Medicine,Anatomy,,,,
 Medicine,Anesthesiology and Pain Medicine,,,,
 Medicine,Biochemistry (medical),,,,
 Medicine,Cardiology and Cardiovascular Medicine,,,,
 Medicine,Complementary and Alternative Medicine,,,,
 Medicine,Critical Care and Intensive Care Medicine,,,,
 Medicine,Dermatology,,,,
 Medicine,Drug Guides,,,,
 Medicine,Embryology,,,,
 Medicine,Emergency Medicine,,,,
 Medicine,"Endocrinology, Diabetes and Metabolism",,,,
 Medicine,Epidemiology,,,,
 Medicine,Family Practice,,,,
 Medicine,Gastroenterology,,,,
 Medicine,General Medicine,,,,
 Medicine,Genetics (clinical),,,,
 Medicine,Geriatrics and Gerontology,,,,
 Medicine,Health Informatics,,,,
 Medicine,Health Policy,,,,
 Medicine,Hematology,,,,
 Medicine,Hepatology,,,,
 Medicine,Histology,,,,
 Medicine,Immunology and Allergy,,,,
 Medicine,Infectious Diseases,,,,
 Medicine,Internal Medicine,,,,
 Medicine,Medicine (miscellaneous),,,,
 Medicine,Microbiology (medical),,,,
 Medicine,Nephrology,,,,
 Medicine,Neurology (clinical),,,,
 Medicine,Obstetrics and Gynecology,,,,
 Medicine,Oncology,,,,
 Medicine,Ophthalmology,,,,
 Medicine,Orthopedics and Sports Medicine,,,,
 Medicine,Otorhinolaryngology,,,,
 Medicine,Pathology and Forensic Medicine,,,,
 Medicine,"Pediatrics, Perinatology and Child Health",,,,
 Medicine,Pharmacology (medical),,,,
 Medicine,Physiology (medical),,,,
 Medicine,Psychiatry and Mental Health,,,,
 Medicine,"Public Health, Environmental and Occupational Health",,,,
 Medicine,Pulmonary and Respiratory Medicine,,,,
 Medicine,"Radiology, Nuclear Medicine and Imaging",,,,
 Medicine,Rehabilitation,,,,
 Medicine,Reproductive Medicine,,,,
 Medicine,Reviews and References (medical),,,,
 Medicine,Rheumatology,,,,
 Medicine,Surgery,,,,
 Medicine,Transplantation,,,,
 Medicine,Urology,,,,
 Multidisciplinary,Multidisciplinary,,,,
 Neuroscience,Behavioral Neuroscience,,,,
 Neuroscience,Biological Psychiatry,,,,
 Neuroscience,Cellular and Molecular Neuroscience,,,,
 Neuroscience,Cognitive Neuroscience,,,,
 Neuroscience,Developmental Neuroscience,,,,
 Neuroscience,Endocrine and Autonomic Systems,,,,
 Neuroscience,General Neuroscience,,,,
 Neuroscience,Neurology,,,,
 Neuroscience,Neuroscience (miscellaneous),,,,
 Neuroscience,Sensory Systems,,,,
 Nursing,Advanced and Specialized Nursing,,,,
 Nursing,Assessment and Diagnosis,,,,
 Nursing,Care Planning,,,,
 Nursing,Community and Home Care,,,,
 Nursing,Critical Care Nursing,,,,
 Nursing,Emergency Nursing,,,,
 Nursing,Fundamentals and Skills,,,,
 Nursing,General Nursing,,,,
 Nursing,Gerontology,,,,
 Nursing,"Issues, Ethics and Legal Aspects",,,,
 Nursing,LPN and LVN,,,,
 Nursing,Leadership and Management,,,,
 Nursing,Maternity and Midwifery,,,,
 Nursing,Medical and Surgical Nursing,,,,
 Nursing,Nurse Assisting,,,,
 Nursing,Nursing (miscellaneous),,,,
 Nursing,Nutrition and Dietetics,,,,
 Nursing,Oncology (nursing),,,,
 Nursing,Pathophysiology,,,,
 Nursing,Pediatrics,,,,
 Nursing,Pharmacology (nursing),,,,
 Nursing,Psychiatric Mental Health,,,,
 Nursing,Research and Theory,,,,
 Nursing,Review and Exam Preparation,,,,
" Pharmacology, Toxicology and Pharmaceutics",Drug Discovery,,,,
" Pharmacology, Toxicology and Pharmaceutics","General Pharmacology, Toxicology and Pharmaceutics",,,,
" Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,,,,
" Pharmacology, Toxicology and Pharmaceutics",Pharmacology,,,,
" Pharmacology, Toxicology and Pharmaceutics","Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",,,,
" Pharmacology, Toxicology and Pharmaceutics",Toxicology,,,,
 Physics and Astronomy,Acoustics and Ultrasonics,,,,
 Physics and Astronomy,Astronomy and Astrophysics,,,,
 Physics and Astronomy,"Atomic and Molecular Physics, and Optics",,,,
 Physics and Astronomy,Condensed Matter Physics,,,,
 Physics and Astronomy,General Physics and Astronomy,,,,
 Physics and Astronomy,Instrumentation,,,,
 Physics and Astronomy,Nuclear and High Energy Physics,,,,
 Physics and Astronomy,Physics and Astronomy (miscellaneous),,,,
 Physics and Astronomy,Radiation,,,,
 Physics and Astronomy,Statistical and Nonlinear Physics,,,,
 Physics and Astronomy,Surfaces and Interfaces,,,,
 Psychology,Applied Psychology,,,,
 Psychology,Clinical Psychology,,,,
 Psychology,Developmental and Educational Psychology,,,,
 Psychology,Experimental and Cognitive Psychology,,,,
 Psychology,General Psychology,,,,
 Psychology,Neuropsychology and Physiological Psychology,,,,
 Psychology,Psychology (miscellaneous),,,,
 Psychology,Social Psychology,,,,
 Social Sciences,Anthropology,,,,
 Social Sciences,Archeology,,,,
 Social Sciences,Communication,,,,
 Social Sciences,Cultural Studies,,,,
 Social Sciences,Demography,,,,
 Social Sciences,Development,,,,
 Social Sciences,Education,,,,
 Social Sciences,Gender Studies,,,,
 Social Sciences,General Social Sciences,,,,
 Social Sciences,"Geography, Planning and Development",,,,
 Social Sciences,Health (social science),,,,
 Social Sciences,Human Factors and Ergonomics,,,,
 Social Sciences,Law,,,,
 Social Sciences,Library and Information Sciences,,,,
 Social Sciences,Life-span and Life-course Studies,,,,
 Social Sciences,Linguistics and Language,,,,
 Social Sciences,Political Science and International Relations,,,,
 Social Sciences,Public Administration,,,,
 Social Sciences,Safety Research,,,,
 Social Sciences,Social Sciences (miscellaneous),,,,
 Social Sciences,Sociology and Political Science,,,,
 Social Sciences,Transportation,,,,
 Social Sciences,Urban Studies,,,,
 Veterinary,Equine,,,,
 Veterinary,Food Animals,,,,
 Veterinary,General Veterinary,,,,
 Veterinary,Small Animals,,,,
 Veterinary,Veterinary (miscellaneous),,,,
